Sentiment,text
2,Im going to take a shower Im gonna try to wake up  
2,Yayy Its Here I Keep Polishing It Its Adorable 
2,Has a happi yes 
2, gt for whisky fans incl a chance to learn how to distill your own malt 
2, Did you downloaded the file Ive sent you via Dropbox Its quite good stuff Both Dropbox and the file 
2,Podcast Thanks Lols i didnt know about that I can pass it on to RAF 
2,Yes i found a good sized photo it will have to do 
2,TextWrangler is awesome Especially when I finally figured out how to increase the default font size 
2,I didnt get any  but they told us well be getting a modest gift this year
2,WOW I am honoredthank you for connecting with me on my blog  just a mouth
2,Does Lupo use itself for its own localization  
2,cheers its a variation on a theme 
2,hmm rude that person should be removed i am well yes please food please yes 
2,how r u  hows the weather in LA Vienna is awesome  xx
2,hahaha very cool 
2,Yeah Ive played it Pretty good game especially as it hasnt bothered with DRM and its cheap 
2,yah yah I can understand
2,Well Follow Me Twice 
2,why r u in bad mood babe i sent you something this morning hope it will arrive early this time  xoxo
2,we were making electromagnets  I doubt shed remember tis not very show biz
2,is on my way to Kennys place for a game of mahjong Wish me luck peepsWoohoo   
2,SARAH  told you Id figure one out 
2,Yeaah well done Hannah and its nice to have Wyvern FM local all day again how local radio show be during the day 
2,Thats way too true Rick Some dumb  others just boring Tks 
2,I have some monthes to convince my wife 
2,excellent  the Twitterisation of everything continues apace then 
2,Getting ready to go out for dinner with the family to celebrate a most important dayMY Birthday 
2,shame you couldnt be here back at ExCel again reminds me of FOWA Expo and your beach stand 
2,You should do childrens books 
2,mmm going to a meeting at a wine farm tomorrow in stellenbosch yum 
2,hey guys  I am so tired damn hahaha  I am so bad at Twittering now hahaha but i promise dat this will change 
2,I always find a tv channel called Dave hillarious I am in the UK 
2,glad you like it 
2,Id forgotten about that  We need to do that again sometime
2,the silent house
2,may we come along  idea ni Hani
2,Im a late bird  Mariusz  you from Poland past noon here  still morning for me 
2,One of my toons on City of Heroes just sold an item for 25Mil influence  That will NEVER happen again  Of course it doesnt need to 
